date,ffr,inflation,output_gap
1988-07-01,5.000876774339827,1.4687243924705846,1.3620820536714298
1988-10-01,1.8841276168823242,2.803316418437147,1.8546316461022139
1989-01-01,4.132290363311768,1.5627089416379618,-1.7300757709434529
1989-04-01,0.479025661945343,1.5764510655886341,0.4878776728500432
1989-07-01,1.6086153984069824,1.6547390793398176,-0.7207510824831619
1989-10-01,1.1217330694198608,3.0633958981700817,0.16575798601166014
1990-01-01,3.6779730319976807,4.2624216157991555,-1.3845377936838703
1990-04-01,4.701363563537598,1.4107716752812847,-0.9657325268294806
1990-07-01,0.6332912445068359,0.34875096901960023,1.2451118845508748
1990-10-01,0.14568233489990234,0.6436833783879481,1.5652801657919762
1991-01-01,0.7481652498245239,0.5424269101922176,0.19639999849912823
1991-04-01,-0.08815988153219223,0.47275459707156176,1.3600430504826162
1991-07-01,0.38915348052978516,0.7362513492182337,-0.21138580114103178
1991-10-01,-0.001315869390964508,1.7213896336756025,-0.12732204509583522
1992-01-01,1.5184234380722046,3.0128602015939996,-1.129894693019327
1992-04-01,2.95434308052063,1.8464574656953046,0.4815445495483517
1992-07-01,2.010458469390869,1.6087963279768527,0.0919860408847607
1992-10-01,1.4591875076293945,3.52181979160504,0.8179712097776733
1993-01-01,4.691715240478516,2.1927738814049,-1.1735558510602768
1993-04-01,1.7023828029632568,2.9522700153513206,-0.3253761678321333
1993-07-01,3.265717029571533,3.2655626565887634,-0.5009200053540943
1993-10-01,3.6478841304779053,2.9204412549252714,-1.1947193595554184
1994-01-01,2.783302068710327,2.588076929775912,-0.3216318208315907
1994-04-01,2.721299409866333,2.6611939589848923,0.745801834346299
1994-07-01,3.364691734313965,2.8005935003526314,1.1268971917680741
1994-10-01,3.7643392086029053,3.625656202929525,1.0405038430713645
1995-01-01,4.958735942840576,2.7955504228265413,-1.0358110279300554
1995-04-01,2.675420045852661,1.5961060991630023,0.01552670184394167
1995-07-01,1.4019224643707275,3.9552064910086453,0.15602370004286326
1995-10-01,5.01082181930542,4.205279277771288,-2.7188820204575253
1996-01-01,3.9484779834747314,1.8382495688686054,-3.310497715984058
1996-04-01,0.10212540626525879,2.4825765460314804,-0.9297445055139921
1996-07-01,2.2589926719665527,3.3648699611297257,-1.3399063549948131
1996-10-01,3.377351999282837,1.9412629766826575,-2.1888492110649467
1997-01-01,0.8174698352813721,1.8609284352845759,0.19461092904811383
1997-04-01,1.8886979818344116,1.409474852510807,-2.2856815259170613
1997-07-01,-0.02862846851348877,1.8227088949945316,-2.588771902870209
1997-10-01,0.439677357673645,2.3859873270197296,-2.142027347213282
1998-01-01,1.507967233657837,2.2203177175576174,-2.7366392546827445
1998-04-01,0.9621566534042358,1.6804398370210225,-1.4666942162577965
1998-07-01,0.7873125672340393,1.2266522210212432,-1.2555034644599694
1998-10-01,0.2122267484664917,1.1857847138478728,-1.9217342998633413
1999-01-01,-0.1821901798248291,1.4823470968779362,-3.375880467711611
1999-04-01,-0.46441948413848877,0.7003954667000706,-2.8534588344748024
1999-07-01,-1.376136302947998,0.8236674955307867,-1.6552692055170404
1999-10-01,-0.5921332836151123,0.6376960732714908,-1.3069137869972307
2000-01-01,-0.696912944316864,0.5829617391164205,-2.342446589261001
2000-04-01,-1.2967807054519653,-1.4404547836052408,-3.963470562332115
2000-07-01,-5.142417907714844,-1.7380833419682016,-3.271377791740938
2000-10-01,-5.242814064025879,-2.8773286694492475,-1.4658504820413136
2001-01-01,-6.048918724060059,-0.8891036399113155,-2.239168730458058
2001-04-01,-3.453239679336548,-0.36764803671150237,-2.3090972325999357
2001-07-01,-2.7060208320617676,-0.6297404308587602,-2.925390872123467
2001-10-01,-3.40730619430542,-0.8564615603918881,-2.9318620473421726
2002-01-01,-3.7506232261657715,-3.1077501893051593,-0.9583031646446288
2002-04-01,-6.140776634216309,-2.277218682209663,-0.7747062579044005
2002-07-01,-4.803181171417236,-3.466831076056085,-2.528560256968478
2002-10-01,-7.464527130126953,-3.448066636570521,-1.7463424149304014
2003-01-01,-7.045271396636963,-2.6881389460185834,-1.643985607961824
2003-04-01,-5.854201316833496,-3.1155490003948927,-0.12554400970751778
2003-07-01,-5.736095428466797,-1.759666855911997,-2.826872217002783
2003-10-01,-5.052936553955078,-0.449062261985534,-1.666458756086804
2004-01-01,-2.5068228244781494,-0.7121897292417807,-0.9773683172208188
2004-04-01,-2.5569686889648438,-3.1158862831352936,0.017751355536639535
2004-07-01,-5.664953231811523,-3.317923146847251,-0.39502642731168947
2004-10-01,-6.174397945404053,-3.7041575591340496,-2.101221428563245
2005-01-01,-7.606846809387207,-3.14163996352439,-1.1663803437983347
2005-04-01,-6.295649528503418,-3.0680428717641446,-3.533471463045715
2005-07-01,-7.368799686431885,-1.844689962172097,-1.5631585211987336
2005-10-01,-4.548613548278809,0.6549352242171556,0.3050657427674235
2006-01-01,0.1349356770515442,-0.5771556943210392,-1.407614644853256
2006-04-01,-2.5695407390594482,0.32554731717036967,-3.1023171302348067
2006-07-01,-2.062837600708008,-0.6841343287852968,-2.8159002107125257
2006-10-01,-3.4341514110565186,-0.6690444091576631,-2.512856416026601
2007-01-01,-3.2599949836730957,-0.9705560811616097,-0.7017502332385324
2007-04-01,-2.806709051132202,-2.2025927855274254,-1.8427685656689436
2007-07-01,-5.225273609161377,-1.9708065959692889,-3.414052445338337
2007-10-01,-5.663236618041992,0.12228639186217238,-1.9696972055498028
2008-01-01,-1.8014189004898071,0.6593784910263965,-1.769658102939273
2008-04-01,-0.895761251449585,-1.0197205292006535,-2.504971455778376
